GeoFIPS,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
36111,"Ulster, NY",4979709,5074052,5250881,5417205,5498321,5924022,5882881,5990812,5982129,6096100,6040497,6087168,6088408,6080000,6033576,6065862,6184371,6237082
36113,"Warren, NY",2671549,2759546,2877512,3054997,3131921,3260665,3220660,3416976,3566101,3597138,3454489,3439466,3403006,3437963,3516729,3590915,3674566,3674608
36115,"Washington, NY",1418890,1402405,1440016,1512328,1508497,1559116,1556406,1591054,1611010,1663827,1696796,1725124,1716859,1733418,1685650,1679988,1691986,1678558
36117,"Wayne, NY",2932254,2904283,2868542,2892912,2769775,2979906,3134480,3205932,3203501,3449901,3332513,3374806,3488336,3301839,3371422,3486874,3473297,3369099
36119,"Westchester, NY",56198763,56268925,57761439,61253944,61760929,62716453,63947280,63191608,62308912,64037602,64748009,68237898,67674630,69193724,70147901,70992954,72788556,73404644
36121,"Wyoming, NY",1120502,1196498,1261851,1304728,1365852,1384487,1334652,1334141,1255182,1479638,1477639,1523641,1566473,1666539,1575129,1480151,1546389,1505437
36123,"Yates, NY",695317,748929,736248,1151445,1051595,979889,848027,830920,814181,862067,784197,757977,763823,789804,795064,834030,831196,834674
37001,"Alamance, NC",4617488,4834509,4808885,5088884,5117843,5385108,5306622,5264265,4902628,5097987,5212032,5164078,5090709,5053477,5027956,5142796,5200654,5364474
37003,"Alexander, NC",727224,741565,759281,791415,792174,830892,795721,704146,665316,699738,673423,686998,737393,779609,823327,812487,832551,842421
37005,"Alleghany, NC",311598,338114,325909,320393,328989,333746,319131,315367,302721,304318,303708,288230,318174,376001,449382,452424,449034,435819
37007,"Anson, NC",764382,743639,711732,747776,729088,776705,762762,747384,720969,752184,725575,703269,692292,708783,727526,704947,717191,742405
37009,"Ashe, NC",665920,714771,693641,706040,704897,759574,709296,719237,722278,797384,740546,676983,674958,682239,696618,708157,713269,723421
37011,"Avery, NC",554709,585842,561018,545986,574910,558250,568592,551919,555120,565992,564964,549309,528178,537664,539756,547967,551629,561233
37013,"Beaufort, NC",1731955,1634741,1622785,1410517,1518767,1640219,1827393,1835064,1819790,1775545,1859440,1691660,1692424,1577406,1486506,1464391,1461204,1458160
37015,"Bertie, NC",833703,730336,770298,872839,894379,971445,953490,829012,837230,751902,692072,636510,631237,613019,620038,581268,590907,575857
37017,"Bladen, NC",1753537,1441596,1753971,2060841,2213573,2596961,2186378,1481723,1075150,1383343,1523059,1511825,1533213,1486737,1534716,1499085,1529270,1495126
37019,"Brunswick, NC",2886158,2828050,2910903,3281544,3470526,3343060,3367751,3327242,3208766,3363502,3374210,3344103,3319561,3408185,3411835,3533327,3622101,3648227
37021,"Buncombe, NC",8464593,8670482,8948521,9286016,9625818,9967184,9887063,10018734,9596725,9916122,9989524,9930278,10141959,10452539,10809496,11063449,11364249,11793788
37023,"Burke, NC",2730841,2788406,2719430,2847274,2855712,2982039,2795639,2744146,2629980,2753512,2791090,2602434,2616283,2553647,2546945,2526624,2541924,2583060
37025,"Cabarrus, NC",6730452,7007875,7184686,7269485,7089210,7529117,7530903,6871609,6214664,5870829,5908206,5660427,5598124,5651466,5842702,6157715,6466497,6399369
37027,"Caldwell, NC",2400058,2477596,2428044,2432303,2346470,2334976,2239431,2167487,2085554,2133734,2187639,2087150,2075177,2034906,2087420,2149216,2215203,2347493
37029,"Camden, NC",151240,153930,154605,151131,179992,195109,206810,291525,251317,224529,199653,188541,170479,155410,160501,153013,149751,150096
37031,"Carteret, NC",1712361,1764577,1813233,1869700,1951030,1929026,1909872,1967886,1925530,2026734,2011712,1900515,1923449,1937065,1939290,1970264,2031632,2088792
37033,"Caswell, NC",304787,310575,322442,324688,310909,345642,324663,336127,345344,348592,328738,322578,336828,375851,410859,416791,422189,424740
37035,"Catawba, NC",7534469,7480481,7277221,7640997,7746757,8083482,7960296,7738255,7308150,7692843,7655824,7392413,7448110,7522094,7725457,7867830,8129434,8261212
37037,"Chatham, NC",1655818,1638649,1579585,1668307,1854255,2076316,2155193,1854575,1733915,1708010,1532190,1385006,1321636,1323295,1329533,1327417,1374782,1384426
37039,"Cherokee, NC",659923,676599,650101,647157,697429,723502,674933,674604,656435,711038,707970,651851,652906,661494,677129,668725,674489,698213
37041,"Chowan, NC",463688,469284,479006,490290,517521,524676,486650,452691,444859,436604,445792,435083,436397,434180,448630,450951,471006,480691
37043,"Clay, NC",185168,194511,192431,196663,207088,215894,201446,187881,174167,191010,186993,179698,177464,185129,185959,183641,185571,192692
37045,"Cleveland, NC",2921056,2834673,2918114,3020569,3122970,3297133,3307539,3237732,2970373,3058478,3133164,2992288,3260116,3325839,3191379,3302964,3468554,3593630
37047,"Columbus, NC",1389264,1366395,1315030,1338573,1428392,1496097,1458488,1451385,1413993,1439713,1407398,1401165,1427514,1354264,1338727,1330520,1325820,1321227
37049,"Craven, NC",3779529,3744701,3884594,4067860,4282287,4388128,4420183,4443973,4392026,4486851,4502306,4467148,4477327,4429568,4406139,4348858,4278374,4360609
37051,"Cumberland, NC",11939920,12455911,12808237,13144903,14049197,14425785,14891529,15567433,15949695,16487902,16846888,16514663,16157147,15849360,15932102,15814473,15999225,16269352
37053,"Currituck, NC",437578,502294,551189,567791,574227,508656,518976,514735,486232,525247,571296,573210,582046,587546,595990,573065,599949,632304
37055,"Dare, NC",1839615,1941346,2072960,2148087,2211708,1779350,1693363,1672848,1573177,1639578,1651718,1698302,1760105,1792525,1760360,1741756,1770927,1787834
37057,"Davidson, NC",3822414,3943403,3856590,3839264,3869502,3989455,3908022,4055155,3993094,4208015,4112776,3815353,3827399,3884415,4312622,4531913,4708272,4683171
37059,"Davie, NC",833657,840817,823982,877008,915220,975814,945793,919558,829085,860946,873497,873425,898939,941203,1050328,1092842,1165652,1167374
37061,"Duplin, NC",2297696,2013041,2094415,2337261,2375424,2607407,2619921,2700317,2642255,2511646,2065733,2082700,2172703,2198923,2232948,2191274,2235975,2122949
37063,"Durham, NC",16895414,17889493,19271335,19566768,21243642,26845534,29072376,29968485,28833110,31406266,32026156,31676429,34107377,34098387,34363523,33897699,34665300,35921840
37065,"Edgecombe, NC",2004378,1930752,1962857,2033645,2018192,2063953,2007441,1883645,1831596,1810267,1761069,1604057,1480661,1453540,1464921,1467042,1478580,1494281
37067,"Forsyth, NC",22097485,20854955,21225134,21891267,22548660,23592707,22574461,23286627,22527645,22186262,20564249,21165694,21084780,21484628,21321563,21293669,21513599,21641338
37069,"Franklin, NC",908434,929889,974497,1034066,1100094,1262966,1369468,1341387,1319993,1278164,1284836,1176991,1171404,1184755,1189536,1195368,1236938,1279293
37071,"Gaston, NC",5712971,5868145,5854832,6088162,6163502,6506097,6391111,6332063,5904323,6798737,6384236,6123825,6269425,6265827,6270238,6331095,6530380,6804692
37073,"Gates, NC",169725,175309,187518,174712,182835,192208,174195,158047,160131,160776,160883,161203,150085,145395,146894,144911,146569,148159
37075,"Graham, NC",210444,222350,226297,213856,215258,221721,214330,215793,216063,222083,223685,210843,234939,220353,229708,211268,218290,234842
37077,"Granville, NC",2118842,2129775,2096000,1876301,1872555,2011471,2271896,2419226,2496972,2433988,2482954,2240909,2199590,2101000,2035253,2073674,2120106,2098627
37079,"Greene, NC",397810,368051,394044,425122,382091,376744,397963,433038,464103,463631,440395,418394,460856,475799,467207,491428,513928,494686
37081,"Guilford, NC",27639320,28530362,28625465,27995247,28744128,29862951,30253350,31340804,30460316,30557286,30987266,29190442,30119411,30176229,30734191,30328567,30886851,31387797
37083,"Halifax, NC",1348987,1368082,1422218,1442275,1443367,1522895,1483464,1396633,1386206,1445790,1505449,1452578,1447964,1402862,1403555,1376816,1363691,1396171
37085,"Harnett, NC",1801852,1821849,1815967,1985967,2039928,2149388,2051183,2043130,1926194,1977671,1915760,1913009,1929610,2016801,2021501,2071660,2124069,2167983
37087,"Haywood, NC",1331070,1417356,1411769,1449169,1440353,1509385,1524660,1459152,1443017,1539291,1566560,1508514,1481450,1476460,1496082,1520300,1516459,1569361
37089,"Henderson, NC",2903593,3052783,3024847,3098635,3186127,3383938,3206187,3176487,2966659,3082724,3177392,3145067,3337288,3638582,3795282,3994726,4075955,4235883
37091,"Hertford, NC",692783,739441,716279,743358,741147,755088,751847,756059,759396,772577,743527,798130,807816,788435,772232,783188,788885,780391
37093,"Hoke, NC",788089,779814,934744,1126771,1212627,1308360,942724,872635,1249818,1130710,1031954,774313,817002,776144,823777,847554,878796,862833
37095,"Hyde, NC",193544,195399,204568,203630,218271,213466,217991,195166,200293,215639,214535,218413,243087,252076,261045,242303,246573,256337
37097,"Iredell, NC",5112023,5259285,5473986,5807500,6110033,6382430,6367136,6341920,5889198,6128190,6391064,6456611,6684430,6986860,7133047,7260397,7230451,7394300
37099,"Jackson, NC",1031844,1076950,1088401,1129254,1184699,1235409,1230236,1206037,1129149,1133571,1136395,1110772,1127826,1154692,1200620,1245747,1283418,1287707
37101,"Johnston, NC",3798495,4024327,4282278,4321608,4554337,4828920,4922619,4288606,4074136,4168025,4259205,3990321,4057224,4180820,4218400,4290371,4443268,4571119
37103,"Jones, NC",220005,182007,166895,211841,226955,223508,205104,173114,183109,209857,212229,222260,200849,185450,169119,181737,185819,171971
37105,"Lee, NC",2655293,2770734,2931762,3037189,3163697,3328717,3513891,3448338,3371040,3327793,3439899,3052558,3293853,3250188,3167808,3090131,3121920,3210730
37107,"Lenoir, NC",2352288,2347971,2255260,2229254,2271840,2312202,2289447,2280800,2190613,2226154,2394540,2495043,2515750,2516163,2487698,2457167,2548022,2577693
37109,"Lincoln, NC",1536703,1625668,1630422,1692881,1751322,1876714,1930818,1858713,1715024,1766435,1801024,1777092,1903759,1914878,1962659,2012355,2048504,2116667
37111,"McDowell, NC",1709594,1790364,1605252,1534814,1558395,1647856,1687454,1710726,1714095,1652807,1668270,1353074,1292773,1247960,1283270,1261653,1298305,1306127
37113,"Macon, NC",858175,919638,920386,951800,967117,991551,940234,930243,880938,914099,937344,920270,918017,940389,972082,964272,978753,1009238
37115,"Madison, NC",376648,376064,370574,386731,382826,389723,375424,364715,359509,373130,362434,351071,347121,357706,359391,358964,366218,370832
37117,"Martin, NC",842046,856873,828333,855213,865238,869975,781090,723512,723344,704212,683069,686432,654645,640991,627283,620081,618511,614404
37119,"Mecklenburg, NC",56262349,57683640,61453788,65711322,72183895,76583967,77729122,86138368,78247309,72924773,79029367,85730111,84146439,87097530,92297858,92994049,95855607,97637010
37121,"Mitchell, NC",541925,523361,524218,546714,553458,533847,507699,480484,455759,510126,464441,433674,430683,437040,427726,427702,435652,461212
37123,"Montgomery, NC",745688,790058,746184,779241,810923,821391,765996,703231,663704,708844,718698,744989,798683,829571,844812,849711,851901,870571
37125,"Moore, NC",2486850,2490235,2397500,2514197,2657164,2657784,2582603,2583594,2535562,2705245,2722219,2710567,2759573,2892189,2967268,3030381,3087360,3190937
37127,"Nash, NC",3990472,4017111,4077237,4043598,4163220,4454669,4504163,4451874,4280359,4449183,4472389,3961196,3949827,5629362,7117694,7692590,7608901,7510036
37129,"New Hanover, NC",7995325,8205474,8482436,8734049,9490858,10047174,10606076,10611769,10044830,10077075,10092535,9376063,10210331,10963944,11268387,11688995,11864700,12296654
37131,"Northampton, NC",523237,508834,563070,545036,584072,608270,593429,542510,555056,523395,538129,515282,482720,472184,484410,479657,481893,488283
37133,"Onslow, NC",5287773,5152959,5373403,5810547,6180950,6401531,6842736,7505146,8044826,8436348,8391000,8236461,8108176,7949303,7823390,8207955,8005278,8155742
37135,"Orange, NC",5655955,5749248,5789044,6050984,6253406,6474157,6444164,6605109,6424313,6619646,6564415,6686419,6782177,6901062,7032675,7223097,7341967,7675148
37137,"Pamlico, NC",241751,248199,252958,256486,276083,289342,286009,284405,274924,282471,284978,278373,280058,272503,266811,266239,268789,274286
37139,"Pasquotank, NC",1140956,1185763,1396451,1467244,1536404,1551822,1489056,1475406,1394950,1438048,1449276,1411635,1407746,1362206,1400204,1397687,1412519,1414396
37141,"Pender, NC",759578,763142,784575,866112,924467,958365,1001384,1006720,968240,1012941,987748,990783,1001172,1016238,1037407,1099411,1127053,1141947
37143,"Perquimans, NC",199999,194993,212484,208662,234443,256805,230786,217382,215616,223292,230537,229030,236234,210429,202356,202571,234335,236000
37145,"Person, NC",1643466,1680606,1601497,1667796,1581950,1686582,1679000,1682753,1725234,1951629,1706750,1862273,1542709,1652070,1473982,1429239,1300679,1302748
37147,"Pitt, NC",5538286,5549119,5543388,5679176,6058305,6569259,6880965,7024634,7065211,7185539,7313951,7081434,7281829,7268118,7526442,7534598,7719111,7778281
37149,"Polk, NC",399696,422579,425492,431323,434803,453640,442433,452339,431032,450085,448724,431422,447800,455856,462233,462178,452732,458682
37151,"Randolph, NC",3818751,3859931,3833641,4013915,4043804,4240366,4126260,3906687,3765281,3993107,3952728,3789757,3801007,3773130,3890738,3857985,3915646,3960189
37153,"Richmond, NC",1356294,1365788,1310442,1445909,1488900,1562058,1512828,1414537,1402705,1577254,1641717,1724229,1644061,1585283,1754462,1770417,1748608,1845375
37155,"Robeson, NC",3236021,3081028,3283426,3576415,3627052,3971976,3987015,3669707,3524507,3334764,3118380,3011810,3051222,3034998,3055855,2996269,3065727,3083812
37157,"Rockingham, NC",3324856,3174241,3075400,3104072,3135666,3426659,3368478,3336687,3277853,3438321,3558688,3491078,3385161,3093229,2959621,2966286,2923215,2957387
37159,"Rowan, NC",4098205,4209869,4093535,4216820,4352109,4608828,4445366,4413987,4159958,4264676,4360586,4485677,4381705,4396873,4538382,4633194,4688045,4829489
37161,"Rutherford, NC",1781483,1784633,1762922,1763274,1735337,1768779,1695837,1651853,1491818,1551212,1610286,1584207,1566512,1583411,1560750,1578507,1588194,1643630
37163,"Sampson, NC",1992350,1813796,1927284,2072900,2093018,2155175,2092964,1974736,1946790,2058461,1957365,1909146,2013851,2068573,2103971,2121400,2137020,2053485
37165,"Scotland, NC",1171402,1138328,1082754,1163375,1189034,1244952,1108493,1077242,1052528,1053359,1001255,953209,960487,973213,949731,943861,959215,982653
37167,"Stanly, NC",1507282,1507849,1494046,1569314,1646346,1656109,1589954,1536968,1472706,1509401,1540310,1547540,1580467,1582913,1616731,1669552,1715003,1749811
37169,"Stokes, NC",1150087,1240432,964452,1177320,1089132,1186405,1163479,1243256,1288253,1370326,1467417,1380607,1197938,1230547,1163925,1085314,1043722,988135
37171,"Surry, NC",2432979,2435885,2371906,2458543,2433490,2511785,2363035,2283803,2181494,2195487,2199986,2112095,2178874,2268270,2357193,2350239,2390757,2447200
37173,"Swain, NC",409022,431048,453954,464636,477792,484126,488730,469099,511950,510362,505819,486033,516246,506115,522380,520435,515112,534478
37175,"Transylvania, NC",973504,1041076,916593,843591,846629,860493,830730,851855,797621,808434,776884,773118,794204,848277,885429,926855,931944,963170
37177,"Tyrrell, NC",116828,112024,100279,107265,106293,113431,104869,98171,95103,99272,115534,128230,135409,120657,112498,115497,111921,105323
37179,"Union, NC",4558842,4405396,4522495,4758080,5064446,5587366,5682132,5407488,4990085,5063027,5140529,5361027,5393749,5580638,5687927,5833726,6092179,6210252
37181,"Vance, NC",1436247,1405184,1368392,1362372,1292787,1349154,1338390,1335365,1280314,1266905,1233409,1203444,1175715,1186721,1208249,1215038,1208062,1202825
37183,"Wake, NC",37325859,38242240,39140540,41122276,43439846,45624929,47265688,49125938,46823322,49913135,50228103,52285044,54796015,57616892,61468221,64182144,66188586,70297010
37185,"Warren, NC",315273,306107,313444,342374,316640,326548,313658,364974,365615,351608,342111,349244,326039,335785,335188,327648,323076,323338
37187,"Washington, NC",265368,249578,257033,273952,269338,275978,278621,292073,298125,298104,279749,289152,275299,259306,256639,252520,252370,253888
37189,"Watauga, NC",1493634,1548297,1594444,1676371,1733650,1815090,1806539,1842377,1769248,1813702,1789586,1730352,1748043,1780639,1826776,1839582,1887055,1924260
37191,"Wayne, NC",4333114,4174630,4105858,4325566,4354185,4496479,4534196,4613860,4594678,4653982,4517750,4479314,4637706,4597661,4685843,4637941,4702700,4714200
37193,"Wilkes, NC",2644198,2419513,2344052,2408015,2355951,2625928,2529742,2391871,2406821,2297602,2155970,1999875,1973114,2029084,2089128,2070085,2132974,2103352
37195,"Wilson, NC",4172320,4079761,3973437,3840349,4037099,4358351,4406146,4466449,4463947,4520698,4477037,4025055,3738457,3749863,3790647,3775521,3830882,3890550
37197,"Yadkin, NC",711875,738331,712522,771858,796642,835721,780109,770609,773022,811341,813257,845644,882499,884461,983467,1024254,1078335,1053658
37199,"Yancey, NC",349036,361865,346438,349745,364157,383523,361467,348389,333079,346623,359236,344842,339256,345643,348411,359684,364136,412309
38001,"Adams, ND",81358,68181,95316,91791,97167,108768,109317,94142,106387,105598,100475,133545,104359,119486,138995,132063,211640,163724
38003,"Barnes, ND",344010,361303,380120,393420,406333,404071,440972,520909,471445,549456,519540,634456,640143,641666,563345,676389,636932,659641
38005,"Benson, ND",137441,156327,201550,157744,175538,183084,216537,238761,238319,226558,244868,293401,209511,175771,244891,174124,176223,213186
38007,"Billings, ND",38179,41671,40296,50561,61201,74803,76854,62949,80375,80914,91228,134553,133663,147478,165118,121732,124315,123345
38009,"Bottineau, ND",192503,221379,252884,183151,205422,199136,272660,341361,393051,334758,351113,475338,366869,363365,327405,315255,288579,358288
38011,"Bowman, ND",133628,125210,144370,159806,191182,239756,268457,265871,313400,279265,281523,325081,320534,312549,319169,253833,287857,246299
38013,"Burke, ND",54755,58931,75318,63167,84842,82858,95261,138227,186374,153371,165959,239224,266686,249128,227834,167052,157692,137304
38015,"Burleigh, ND",3029271,3154661,3383742,3545121,3787366,3810515,3726070,3739123,3825721,4026575,4326754,4737413,4856963,5149443,5365185,5199793,5162417,5212246
38017,"Cass, ND",6432133,6904763,7211061,7567456,7843583,8027872,8346493,8568275,8398352,8724558,9275713,10140015,10313420,10908621,10994343,10901197,10886640,11198520
38019,"Cavalier, ND",152784,179707,238526,177468,157000,152512,234057,363483,323474,316058,338447,346028,433324,380965,312546,390680,343051,448729
38021,"Dickey, ND",175348,203557,201381,244090,260071,314055,310671,336987,283649,324400,350631,333876,267609,239453,257245,290617,228929,292025
38023,"Divide, ND",69932,71638,91548,86856,87420,99721,94074,136078,181108,149294,161979,258880,263054,315282,361600,227484,213937,192612
38025,"Dunn, ND",67665,58123,76847,72586,97346,108113,99918,144494,238102,310378,499217,901458,1088052,1203964,1137588,849245,943825,973681
38027,"Eddy, ND",54255,67028,73294,59690,69968,58536,76246,96484,71198,80003,79066,115933,128081,107815,115951,89409,113713,115790
38029,"Emmons, ND",108246,96886,119000,102457,136724,96799,161920,161607,124900,153706,182626,179135,139536,126199,162230,214180,175605,172102
38031,"Foster, ND",138510,152535,174965,159264,150620,154951,192363,220873,197389,211339,213858,275343,251469,261928,274473,345558,302783,272478
38033,"Golden Valley, ND",45225,47154,56328,47553,57409,71501,73707,67726,59914,75443,76399,96109,97448,83678,81873,80374,76497,77051
38035,"Grand Forks, ND",2612996,2754896,2858817,2895849,2913635,3038009,3079990,3139058,3148944,3226437,3283014,3553724,3473693,3554866,3645135,3608213,3691868,3740414
38037,"Grant, ND",78856,59694,79767,71221,89799,95086,101018,89958,84791,87808,90439,137463,101992,107519,107374,124551,146863,82249
38039,"Griggs, ND",77758,84867,97670,79117,76910,68923,95561,115184,105151,113410,115371,150826,179940,165540,142901,191599,154534,141446
38041,"Hettinger, ND",104876,74565,109861,96959,93738,111604,106803,118806,180224,129507,117249,148212,82556,94368,152128,116250,125762,115597
38043,"Kidder, ND",69946,65591,83805,94417,107981,103335,91756,74374,74322,99520,107684,118238,111539,126192,155752,111843,124336,135635
38045,"LaMoure, ND",142430,160921,157342,202940,205208,227866,226839,236827,255616,295320,349489,312671,251712,250724,236963,307707,186174,280936
38047,"Logan, ND",74128,58884,79297,80116,90093,68422,93258,95220,95857,104668,134370,115728,107481,172304,163124,166350,191340,192265
38049,"McHenry, ND",118075,109089,139359,131333,139817,133616,177134,203143,204201,189490,178429,236287,259603,250527,290240,233487,225380,278859
38051,"McIntosh, ND",96283,92191,105570,115421,117181,97607,106134,116876,120810,119114,146019,153938,143299,169761,153705,153020,210576,185579
38053,"McKenzie, ND",192927,195619,202725,217267,218029,273161,290780,359478,427053,641729,968819,1654063,2185686,2884991,2933082,2464867,2586303,2956333
38055,"McLean, ND",448612,428684,484736,500075,447744,459919,507459,521887,655700,611932,569586,731065,800275,810215,693917,733122,670149,753102
38057,"Mercer, ND",782876,760495,769891,752633,710648,739309,761956,763981,822850,814148,810089,887644,992513,994539,1064167,1158086,1058324,957979
38059,"Morton, ND",871425,862910,942299,949894,871713,866016,887551,949091,1017807,991246,980120,1154195,1224684,1438426,1459401,1378960,1466400,1477280
38061,"Mountrail, ND",137740,138837,172879,189132,175254,169586,205008,360208,688894,941688,1097880,1626505,1786249,2031252,1945472,1524876,1482099,1518221
38063,"Nelson, ND",93503,125386,128094,96355,95106,89069,121195,154538,152312,127235,135331,158357,156715,137424,121239,157064,192731,155934
38065,"Oliver, ND",168602,158711,165253,174249,161892,169838,175972,182601,226210,218955,219205,235359,237218,261588,264424,253172,261681,256140
38067,"Pembina, ND",390428,440346,432279,376226,345018,497903,422157,456390,407780,414213,376409,421055,358421,356703,395027,352260,357025,359871
38069,"Pierce, ND",127411,129616,158700,142251,146042,134903,157854,190393,188939,195200,217347,236350,221503,201727,235912,214859,220620,262660
38071,"Ramsey, ND",383548,410640,422034,382871,407545,390009,442147,488932,456935,476475,500340,603465,534212,507111,592098,556916,550038,516137
38073,"Ransom, ND",198600,210075,212156,232346,222903,258555,245885,261369,228294,258212,261247,275977,219244,192447,230984,246493,232993,249745
38075,"Renville, ND",70100,68781,107086,57793,84991,80798,128190,198972,205817,140850,176428,212346,197240,174290,117062,154802,107119,146690
38077,"Richland, ND",604103,731595,736492,705813,693394,800071,822141,796153,648533,770864,772738,936189,813489,727696,759077,907650,925152,950729
38079,"Rolette, ND",293101,301150,325156,320097,309036,314430,325346,309155,350412,350143,375859,377593,296381,296728,366967,353423,373961,374598
38081,"Sargent, ND",293294,342041,335741,378155,407044,424860,394615,505515,359144,396510,367626,461024,521659,687331,825761,792298,790211,854986
38083,"Sheridan, ND",34498,32738,52334,52001,46001,30472,53429,57941,75705,86638,88665,67591,33227,42369,71139,71000,47473,40615
38085,"Sioux, ND",108249,105747,115919,113485,120001,110091,117323,93251,114493,126466,137167,135905,128334,148420,178396,163302,153906,129712
38087,"Slope, ND",32332,13527,35995,30712,36186,42679,54710,59930,91418,77030,66234,87183,111561,119204,100784,75565,49973,57324
38089,"Stark, ND",776116,787143,835933,844269,895993,959049,1014323,1159738,1285775,1578083,2022797,2791668,3231213,3816371,3070264,2377398,2412100,2523736
38091,"Steele, ND",73199,99014,94799,64912,61292,71148,111520,134738,119830,169956,143262,201688,189568,162828,128484,227906,178207,183572
38093,"Stutsman, ND",829605,849184,844004,848776,882054,889989,914671,976243,939371,1030821,1047415,1149516,1101675,1213236,1058119,1265419,1230690,1337331
38095,"Towner, ND",74831,103352,127942,81811,89224,79782,111487,153470,127289,111151,98656,141077,105668,90103,86568,81594,96848,125071
38097,"Traill, ND",266114,327556,338622,300028,296886,367143,385657,385855,353765,416894,398445,461467,383293,390723,418394,409375,436391,397360
38099,"Walsh, ND",389090,453395,417016,384569,401078,448380,429615,486845,493547,501813,470521,525213,503694,477892,565198,448297,559783,487946
38101,"Ward, ND",2115759,2183850,2267682,2352724,2346316,2333202,2394617,2668871,2835432,3085642,3457542,4128854,4136447,4213432,4055404,3650218,3555409,3733225
38103,"Wells, ND",128176,159942,180922,151119,175637,138023,209009,241595,256525,219092,229048,304275,233986,240101,268488,265222,323939,268583
38105,"Williams, ND",674565,669972,737836,798331,897968,1148286,1285103,1691946,1809876,2538468,4216756,6832610,7228108,8207346,6721576,4887064,4921056,5435976
39001,"Adams, OH",1354965,1354350,1318657,1329201,1216308,1270221,1439628,1362677,1533685,1494339,1598244,1472739,1495216,1347933,1369333,1528527,1285726,835269
39003,"Allen, OH",5643442,5930496,5956838,6144741,6196652,6282965,6075998,5942288,6865089,7160776,7419978,7178597,6992588,7581703,7017857,7137897,7249480,7558930
39005,"Ashland, OH",1511195,1549819,1544854,1569364,1570846,1569636,1611118,1589696,1484558,1507507,1550429,1539731,1565252,1594995,1609795,1598130,1595899,1627015
39007,"Ashtabula, OH",2697031,2805501,2831566,2913257,2930528,2948802,2938420,2882579,2663016,2813268,2895380,2804443,2711972,2730902,2784450,2683288,2719196,2781238
39009,"Athens, OH",1675585,1708145,1696477,1698469,1707466,1698930,1756603,1736074,1750489,1803792,1830104,1816438,1816018,1846375,1892880,1898820,1961671,1899070
39011,"Auglaize, OH",1568079,1603762,1630423,1716472,1737843,1772460,1853967,1835608,1620226,1740891,1886105,1990755,2035337,2052662,2009807,2003508,2074560,2234651
39013,"Belmont, OH",2002420,2100466,2106373,2122180,2195630,2203072,2256735,2291151,2227186,2246745,2261185,2195208,2364052,3123593,4355531,5175882,6448543,6153399
39015,"Brown, OH",645869,651386,669384,703495,707751,752308,773461,763796,750008,801523,822605,784657,779253,768521,780418,769987,787000,785545
39017,"Butler, OH",11997864,12301552,12802679,13489608,14195353,14526994,14935004,14940050,14276625,14821219,15052255,14909457,15314767,16392179,16808916,17223274,17759787,18352682
39019,"Carroll, OH",557991,660674,651290,666297,782937,764569,646320,582456,567024,675094,1159230,748361,1407788,2379365,3102236,3617615,3232375,3157285
39021,"Champaign, OH",928154,955786,1016049,1080769,1083720,1124343,1090607,1025476,925473,950084,980677,1016323,1100400,1076841,1025201,992346,1089925,1058604
39023,"Clark, OH",4304702,4366172,4303924,4421134,4417638,4567281,4342619,4269924,4031022,4074170,4201313,4163570,4181501,4249801,4294566,4284040,4352218,4414081
39025,"Clermont, OH",5384716,5528462,5605463,5983108,6001791,6255857,6414169,6148458,5913737,6287284,6535960,6375444,6593566,6810523,7418889,7195908,7471274,7620619
39027,"Clinton, OH",2106064,2084686,2151101,2299152,2390121,2704324,2680243,2603263,2241432,1851026,1839576,1782102,1717104,1671626,1764094,1787618,1827429,1933426
39029,"Columbiana, OH",2631448,2733609,2749885,2741834,2791847,2814841,2825274,2684249,2529554,2602337,2719359,2697807,2809788,3042317,3102927,2960143,2964828,2970872
39031,"Coshocton, OH",1565479,1745156,1606732,1547989,1509158,1506256,1618195,1540204,1443159,1472496,1532726,1417494,1521886,1656573,1551870,1383780,1329803,1331966
39033,"Crawford, OH",1372786,1391908,1455572,1500819,1510586,1459714,1425413,1364520,1237789,1250121,1308982,1302118,1286730,1251125,1267182,1243057,1250396,1235200
39035,"Cuyahoga, OH",79519385,80968185,82792881,84034106,85897642,83669429,83761343,84338583,78432111,78309945,79583675,80703536,81379973,84184170,85763963,85879394,86988138,88717686
39037,"Darke, OH",1592033,1653397,1617294,1656446,1568324,1591886,1581806,1745793,1587349,1643956,1649725,1651195,1687299,1807315,1719201,2012476,1903407,1841018
39039,"Defiance, OH",1614769,1669408,1688554,1679917,1680242,1623424,1607834,1612249,1387566,1443950,1507654,1550455,1671717,1697078,1692186,1734683,1653830,1710144
39041,"Delaware, OH",3753349,4257451,5191982,5747378,6313428,6537694,6899671,7022951,7024295,7474691,7965326,8319054,8649167,8818600,8974761,9271953,9765615,9853034
39043,"Erie, OH",5133989,5170064,5382037,5178915,4837026,4487562,4443544,4335373,4587856,4981311,5191814,5168938,5344974,5445795,4866634,4973481,4907825,4996510
39045,"Fairfield, OH",2903560,3036320,3125041,3196766,3175041,3243468,3259642,3274308,3164125,3275985,3406089,3442345,3558016,3564241,3579982,3636171,3831982,3795258
39047,"Fayette, OH",849702,873070,940768,952318,917602,974324,1047733,994058,989528,945475,990696,1009760,1310269,1646235,2049146,2287329,2208698,2311461
