GeoFIPS,GeoName,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
13097,"Douglas, GA",2606751,2693448,2812308,3014373,3232428,3435667,3457195,3374915,3103634,3097230,3032111,3042637,3199631,3292376,3380816,3561003,3630212,3848040
13099,"Early, GA",520422,660291,538316,555272,540453,567955,509874,489879,441698,453880,502037,536083,524651,510451,537524,542826,545236,554226
13101,"Echols, GA",53173,59540,58527,50354,53501,56627,57243,51510,56294,48867,47442,46787,49884,50322,49910,50034,48503,48865
13103,"Effingham, GA",728987,774627,827383,934052,1057229,1248939,1238399,1193808,1309795,1376684,1536615,1599851,1590741,1549332,1618198,1665328,1744475,1789623
13105,"Elbert, GA",593188,617001,645755,634836,638154,636335,645027,618388,602452,598440,560865,570080,582910,574251,560511,555429,563622,577880
13107,"Emanuel, GA",538618,533571,577900,587843,612016,642684,625850,588464,571672,573813,583021,566365,556156,561086,590767,593947,642729,624021
13109,"Evans, GA",394753,381149,378692,394476,424022,426039,434688,391121,387652,371141,351338,344357,343460,347656,340076,335816,339026,348274
13111,"Fannin, GA",433581,458492,453817,454701,474578,534245,535681,506610,482617,484816,477874,489619,494415,504450,516644,543353,573522,601484
13113,"Fayette, GA",2878150,3031607,3239904,3452498,3585535,3664425,3736008,3634801,3452046,3532430,3579880,3564583,3570134,3690453,3784441,3995272,4141752,4314130
13115,"Floyd, GA",4157813,3660203,3688404,3842164,3731462,3836019,3891813,3877504,3794948,3820200,3810935,3695147,3601244,3673431,3689436,3732691,3778121,3787411
13117,"Forsyth, GA",3776728,3919093,4201328,5315066,5713461,6260925,6453500,6380591,6003800,6352694,6687105,6816866,7218558,7741457,8294314,8453649,8444083,8676090
13119,"Franklin, GA",630856,618817,634198,686554,706625,684844,709245,677456,606904,609696,597619,681746,715900,764578,820013,838987,870627,899867
13121,"Fulton, GA",106238514,107757695,109551741,114888037,123156469,123406650,121884716,117233228,111880247,113838300,118566336,119431381,122473777,128843067,134304701,141794655,148753855,152383941
13123,"Gilmer, GA",673285,670331,675431,764854,821694,863563,898073,872676,820418,762502,669479,707196,730307,759518,769658,762776,799896,827846
13125,"Glascock, GA",67237,71296,73723,51747,40312,40318,41671,40652,33317,37060,38154,40325,40503,41446,44815,45753,43859,44217
13127,"Glynn, GA",2993637,3035104,3208652,3468814,3518223,3673777,3659743,3518024,3407728,3472782,3393582,3310337,3279395,3236307,3348247,3342742,3401864,3524216
13129,"Gordon, GA",1602326,1614645,1678744,2016259,2203378,2242893,2211722,2043248,1805883,1789296,1802251,1851411,1858817,1867507,1900852,1905260,2102470,2159797
13131,"Grady, GA",509209,519613,525987,524279,563213,584453,551785,561005,584604,591159,595975,583736,600502,558580,604435,585555,656456,672965
13133,"Greene, GA",408354,418794,439360,440732,444213,453461,487319,511878,502166,503959,492605,497549,499108,532126,576061,575522,600644,614673
13135,"Gwinnett, GA",30757082,30862254,32656475,34432264,35716636,36365801,36654947,35636161,33297932,34332994,35104062,36042188,36978919,39167372,40829642,41633590,43164073,44198573
13137,"Habersham, GA",1231608,1235237,1248601,1289707,1331213,1323777,1312112,1279857,1289791,1268847,1239457,1240461,1258680,1286680,1286371,1317301,1344593,1392422
13139,"Hall, GA",6235658,6171440,6360366,6578552,6811907,7004370,7190669,7145426,6745284,6849881,7196103,7138502,7295116,7494089,7807071,8015174,8440946,8764977
13141,"Hancock, GA",126277,131171,134312,126811,130757,138950,146039,138157,134253,130314,149087,151678,168630,161629,164962,157907,159218,160890
13143,"Haralson, GA",533027,555427,571877,574962,581058,648610,703976,710712,648358,684062,683635,681155,640657,654617,670510,680955,692227,712231
13145,"Harris, GA",394404,405418,398745,396484,397882,430992,430189,416784,409212,422460,411553,402807,395323,392696,406572,418466,433348,449959
13147,"Hart, GA",629456,656945,635330,663117,653514,649246,656888,634584,578674,617325,628534,687046,756993,773070,805711,768988,801163,880377
13149,"Heard, GA",664303,729189,748969,868128,787546,825788,900952,1005551,917616,1125879,1221546,1205827,839176,1070739,1169222,1228666,1278253,1132700
13151,"Henry, GA",3234443,3453528,3683916,3867677,4093027,4284755,4421872,4316038,4150623,4320636,4307434,4381758,4549992,4650067,4775897,5031465,5240352,5456897
13153,"Houston, GA",4549028,4738552,4948819,5128877,5371091,5602133,5736822,5659017,5714120,5762758,5864528,5836870,5741871,5694299,5682804,5727423,5892668,6039600
13155,"Irwin, GA",212841,213373,220015,196169,218557,218938,224706,213061,206540,208493,229833,210115,191961,166142,166113,167520,174187,181549
13157,"Jackson, GA",1456778,1400383,1440901,1597640,1782614,1927010,1845538,1798997,1705099,1730156,1771673,1920413,1952113,2032996,2199723,2410639,2541010,2647300
13159,"Jasper, GA",236619,233760,254919,270231,273349,260011,271495,234233,213021,227738,212136,226490,215941,222378,224245,221699,233703,238754
13161,"Jeff Davis, GA",349298,343847,346059,351799,350656,366756,362871,344397,326589,351114,360563,378078,382202,389719,378737,370049,386919,397699
13163,"Jefferson, GA",516125,526022,544754,575119,557721,575403,538785,548137,524398,518478,501275,497034,496907,470156,466444,489995,515230,514017
13165,"Jenkins, GA",190297,180190,182604,173704,195560,205606,187624,158803,137147,139163,144896,143275,131288,127916,134894,143704,130903,135816
13167,"Johnson, GA",160643,153399,153979,155971,153399,156078,153975,146145,142097,145250,143677,141735,139999,139513,138959,137017,132574,136228
13169,"Jones, GA",296018,298160,312771,325140,320126,350453,374760,364892,359154,363094,352999,358736,393706,391639,392098,400382,415254,388998
13171,"Lamar, GA",290590,284599,290278,305353,331750,387208,359829,364367,347579,346866,339990,361591,371188,374176,384184,383838,385431,396516
13173,"Lanier, GA",114756,111013,118317,114559,118081,133312,130486,123873,118996,131266,137853,131975,131700,139633,142134,148957,156769,154894
13175,"Laurens, GA",1508892,1533943,1520304,1594957,1619723,1678672,1677562,1656193,1640863,1679004,1625172,1471026,1515051,1550514,1671630,1774071,1845028,1835285
13177,"Lee, GA",364869,386690,411525,414354,456472,496949,492063,492870,488349,497859,534187,553688,561072,538978,505533,522804,541501,546644
13179,"Liberty, GA",2312253,2372575,2581115,2712043,2886577,2940066,3070414,3349034,3386718,3569467,3728433,3603288,3507984,3311865,3265956,3197093,3206443,3212350
13181,"Lincoln, GA",126563,124289,124259,122511,127801,137823,144063,141787,133661,132752,127387,133358,127050,127378,129208,130161,130362,131430
13183,"Long, GA",94689,97540,97108,97980,96687,104826,112120,102729,99031,101535,102227,109741,109269,112257,114925,117315,116650,120961
13185,"Lowndes, GA",3562284,3695072,3842760,3895760,4025376,4111289,4162252,4267133,4203178,4267079,4192084,4231227,4225591,4226396,4256814,4337096,4457325,4563203
13187,"Lumpkin, GA",543782,542170,543023,570294,580574,613525,635610,610965,590712,600326,593131,590488,606234,615109,626006,634151,675155,696558
13189,"McDuffie, GA",569156,560055,595323,638652,676339,699874,667991,624501,621484,614234,597390,564270,564333,573019,586925,596121,611282,624689
13191,"McIntosh, GA",181199,190431,189227,192879,200792,219130,220890,205361,195899,195258,185233,182359,176530,177784,179123,182627,189560,193322
13193,"Macon, GA",430169,396229,393572,420220,417264,391962,395499,399144,403593,395130,385579,396079,389706,405642,426794,406269,428360,428881
13195,"Madison, GA",389789,369080,369701,386394,406297,413057,407342,398171,380448,372489,348032,387582,399342,422761,437176,427933,458809,482010
13197,"Marion, GA",192689,183142,174568,166260,170905,159469,157491,151353,138759,134898,128676,136101,138178,134921,129046,122502,128552,128418
13199,"Meriwether, GA",464331,454514,459894,437688,435652,443082,439850,434045,442936,469222,472938,473507,457239,445192,444867,462361,470015,486486
13201,"Miller, GA",163157,180488,179042,170612,180812,193648,176843,171260,166974,175401,190855,183162,173755,161933,162760,167043,169009,171059
13205,"Mitchell, GA",812062,776826,798779,796028,848306,824934,873784,823158,828125,782806,764914,746620,721653,703536,746460,714922,709186,710687
13207,"Monroe, GA",1228053,1217374,1283352,1558705,1512660,1563689,1598792,1666479,1649086,1797162,1934999,1883658,1876576,1743003,1608722,1620927,1537759,1636124
13209,"Montgomery, GA",156561,149027,155610,153773,166960,187387,181885,170272,165250,167394,150574,147725,143358,143255,146807,145285,138204,141780
13211,"Morgan, GA",473899,477949,503011,525816,558149,551678,566065,554070,531327,534865,526709,557907,555440,585076,608663,611589,649071,672292
13213,"Murray, GA",843204,896267,901810,1027499,1095242,1164572,1259952,1216691,1172244,1074675,1089111,1155987,1035536,1026084,1150996,1314181,1292956,1250877
13215,"Muscogee, GA",8108742,8418077,8415833,8514245,8698837,8905264,9274506,9070195,8973655,9146077,9375856,9469614,9315063,9310466,9321427,9211393,9560917,9713550
13217,"Newton, GA",1626972,1695323,1750459,1880927,1978768,2116912,2107094,2116996,1998055,1945841,2015311,2054787,2098827,2135914,2252854,2314079,2423209,2415670
13219,"Oconee, GA",607826,626123,677660,743262,811245,845405,829890,836816,865835,846966,810617,904680,947442,1020585,1108612,1150377,1201916,1254367
13221,"Oglethorpe, GA",213153,195852,200379,217424,222888,219424,254232,268064,277654,264493,233809,271317,268161,294050,315311,326088,323714,331793
13223,"Paulding, GA",1151099,1227487,1331410,1509374,1611251,1700895,1788118,1764805,1742202,1741131,1764087,1860966,1859106,1926526,2049132,2123522,2211909,2290287
13225,"Peach, GA",717799,744175,723270,718516,671601,772497,740174,788590,694453,738703,744514,709074,717385,801754,845561,901372,903147,938621
13227,"Pickens, GA",620070,655713,677060,725377,717585,730178,771864,748215,708567,718546,690576,722546,744974,807964,836160,870918,898120,929381
13229,"Pierce, GA",314934,312425,315920,311021,328708,341258,352703,366932,350716,350500,332313,338552,340000,331561,337410,348060,361216,371570
13231,"Pike, GA",190683,197931,203704,205986,201524,221386,230981,228250,220922,232968,244602,256425,254564,257454,261192,264694,271442,278801
13233,"Polk, GA",898401,924339,939159,957254,999319,1065724,1079478,1053587,1004036,997328,1011436,1017332,1017346,1061856,1094434,1117842,1137185,1181529
13235,"Pulaski, GA",253166,253523,281233,254780,262753,279363,269226,260325,242955,245609,262682,255264,255346,245875,252806,255801,254685,265086
13237,"Putnam, GA",815815,840896,814408,869609,992259,1050760,1053407,1049703,833790,793209,792875,577556,598567,590750,456284,427165,441597,445696
13239,"Quitman, GA",44206,53685,55762,46009,49885,51329,50359,47512,41351,44647,42171,44011,42760,44618,44123,44573,46565,49138
13241,"Rabun, GA",454584,457063,461068,487761,510028,508105,493350,477474,461157,479884,446793,431084,442254,428121,432129,441871,454254,466083
13243,"Randolph, GA",196922,223607,221502,214901,188847,203441,202455,205841,198717,192431,197197,194043,185457,235976,307392,359271,361550,362963
13245,"Richmond, GA",9712395,9833295,10105105,10253624,10148676,10272765,10516856,10532788,10554782,10624895,10718724,10664909,10759626,10899698,11197372,11263690,11472355,11603709
13247,"Rockdale, GA",3002663,3019150,3009072,3050499,2924093,2876316,2830629,2796697,2816172,2967449,3024637,3062714,3124707,3280750,3400053,3279733,3359843,3403771
13249,"Schley, GA",113616,120734,118727,122564,133703,151656,162151,163653,148512,147779,137146,121959,111638,110014,108297,106081,108373,111573
13251,"Screven, GA",305173,311348,331800,328281,346951,376354,372586,346391,330309,327779,342953,336805,312952,304249,303910,308010,314439,330384
13253,"Seminole, GA",240537,238416,239322,214793,222803,245729,242947,252931,268617,260649,300543,314820,299736,276990,256617,247484,250956,248233
13255,"Spalding, GA",1751565,1833211,1832785,1901567,1912799,1951552,1948745,1921718,1878431,1904644,1905403,1924875,1816128,1784012,1868069,1844851,1902424,1932018
13257,"Stephens, GA",838881,814620,802390,797663,810827,805246,826852,823789,785854,806957,783294,771370,781100,827431,838611,824162,836342,845831
13259,"Stewart, GA",98910,97032,98888,111544,83247,89106,103731,108199,106886,109218,104610,105433,102357,107219,109190,113152,122926,131437
13261,"Sumter, GA",1071980,1029983,1086650,1049269,1025490,1061724,1047816,989558,972343,988782,1008436,1037268,1014324,990963,995083,982836,1003719,1012804
13263,"Talbot, GA",111327,131933,126293,121635,104705,113297,118457,106220,98965,117138,113715,118577,100143,105273,112313,134044,120922,136557
13265,"Taliaferro, GA",30055,29441,30007,29876,31608,32508,33172,31936,27294,30394,28753,32467,32686,37158,38740,40701,38626,40876
13267,"Tattnall, GA",488553,474580,482591,496539,521058,540887,553834,533847,576778,567886,515972,540975,539345,553839,587283,580275,596397,598451
13269,"Taylor, GA",197091,196082,200151,192414,192451,194133,197083,181176,170725,163112,155972,153721,151256,145674,152805,199898,201669,196727
13271,"Telfair, GA",262870,259403,270694,289810,306494,315518,314021,282666,260499,252396,276836,293896,317122,348019,390147,381779,391750,400242
13273,"Terrell, GA",247600,252871,256256,238662,250327,266098,277789,268111,277415,265617,275513,267717,262126,243550,237848,237904,241051,243756
13275,"Thomas, GA",1776430,1672444,1724904,1830852,1953624,2011551,2072639,1957419,1882797,1908398,1925180,1915836,1932616,1967240,1994972,2001174,2021349,2050229
13277,"Tift, GA",1474985,1495646,1553197,1587993,1620838,1649359,1612322,1561074,1491242,1521239,1523182,1537684,1539448,1631881,1803154,1641382,1671954,1722446
13279,"Toombs, GA",714354,707271,773366,834937,821371,924638,955914,950175,982351,966180,903976,909805,924718,902390,914977,891694,895077,909766
13281,"Towns, GA",230943,239522,249969,264071,292931,309214,306871,293151,284813,278196,278436,277105,273381,275139,277029,282042,277559,291115
13283,"Treutlen, GA",93130,95167,101463,99420,102381,116005,113026,134728,158872,133340,113756,109615,103338,104523,111594,116794,117021,119360
13285,"Troup, GA",2583789,2665242,2653170,2774651,2827216,2831750,2886510,2935387,2775961,2947883,3080332,3271911,3489174,3544969,3582110,3602164,3670290,3689303
13287,"Turner, GA",221493,232729,225515,211745,231538,239277,223817,220840,207996,210129,213152,213569,204712,189025,195351,186514,189957,190629
13289,"Twiggs, GA",354218,350255,351066,293644,247309,227367,226587,194789,164678,158185,148474,158372,166131,171396,172867,211419,229351,269210
13291,"Union, GA",453248,469066,500031,540605,582544,600135,599207,602980,598771,599911,561668,561502,563639,576023,602821,598408,616544,636700
13293,"Upson, GA",635357,623275,615885,614466,622296,631138,637916,634780,631826,627056,628292,656192,621303,620991,618389,606611,617870,634107
13295,"Walker, GA",1170523,1210593,1280767,1370019,1315881,1387024,1391531,1312791,1191221,1210744,1253091,1327326,1372816,1301895,1304835,1286265,1351362,1382991
13297,"Walton, GA",1418971,1420807,1518742,1626456,1703307,1852023,1859859,1854690,1751039,1788567,1817068,1784739,1780747,1850304,1977836,2155338,2242354,2305512
13299,"Ware, GA",1162188,1163536,1157147,1262236,1266231,1302526,1244099,1209999,1210807,1263263,1231021,1207038,1186806,1176016,1217727,1235105,1245587,1253181
13301,"Warren, GA",143238,129563,125434,129852,127555,127336,132133,134663,119855,126603,127933,142625,152498,157736,160471,165502,166879,190039
13303,"Washington, GA",750067,744396,774140,764860,706393,710538,696717,654699,597566,598290,582238,594118,593371,581886,579470,562100,573325,580610
13305,"Wayne, GA",746148,774232,807440,859413,867737,937885,875177,857217,831590,774037,812360,850512,787743,725384,696693,680210,702242,716988
13307,"Webster, GA",50656,53033,55648,49344,59342,61114,60578,66431,55019,64506,64657,64788,61341,51473,57433,60564,65796,68097
13309,"Wheeler, GA",97727,105517,116141,117265,119475,122289,120100,112178,111941,115383,121017,130618,126395,122455,122962,121901,122929,126380
13311,"White, GA",503936,509726,506379,526472,547907,545265,534022,530037,497222,546253,559437,597773,582691,611052,608647,613669,633395,651770
13313,"Whitfield, GA",4839375,5032903,5156010,5826161,6071982,5963159,5883169,5519585,4947625,4737219,4772852,4844787,4985284,5180833,5270007,5417769,5530182,5604981
13315,"Wilcox, GA",157257,154864,158889,146488,157045,157918,152909,149399,157284,142210,171157,170109,143387,125925,137874,134330,149308,147790
13317,"Wilkes, GA",297305,287133,285002,293415,297320,303154,297136,287156,280951,289289,276366,286038,276561,284006,294034,298943,299166,299631
13319,"Wilkinson, GA",691444,682850,683149,640429,527737,534076,526789,504695,495129,495009,470519,447833,475448,464925,443774,445445,447175,469070
13321,"Worth, GA",337597,354105,367748,341598,363279,401689,384818,367817,379668,340955,372382,376283,343804,324419,317108,319232,327412,335248
15001,"Hawaii, HI",5187531,5457795,5858565,6341012,6996804,7136637,7034597,7015889,6530941,6753986,6727173,6922500,6910068,6858151,7233030,7524692,7867421,8124355
15003,"Honolulu, HI",43024704,44277809,46183519,48973208,51099307,52006083,52602559,53607046,52467108,53789213,54468559,55365812,55933821,55980180,57640119,58642584,59924134,61095819
15007,"Kauai, HI",2492503,2560887,2722839,2896601,3004721,3100096,3215032,3195289,2862205,2958335,3030114,3182871,3332422,3434546,3633843,3748281,3849132,4083693
15901,"Maui + Kalawao, HI*",5307246,5606971,6064044,6707673,7456811,8152248,8330418,7865574,7234625,7504598,7854040,8111540,8101385,8255812,8676225,8985754,9073660,9345639
16001,"Ada, ID",14308781,14737413,15800362,17102838,19122016,18771162,18833332,19604177,18852166,18949263,18965811,19041517,19891720,20874128,21444205,22468149,23670890,24825864
16003,"Adams, ID",76247,77297,78120,88177,96586,105374,106551,96002,93250,97342,96746,103551,104917,108063,119571,120665,120956,128547
16005,"Bannock, ID",2197686,2161428,2237945,2390568,2553607,2588314,2628920,2719363,2575855,2589085,2545076,2517445,2522413,2530275,2572790,2621524,2700656,2745368
16007,"Bear Lake, ID",123534,119994,129972,127576,131071,133712,143853,143865,143556,141880,146980,162732,161201,165068,167452,167965,169017,171856
16009,"Benewah, ID",245374,255404,251732,266283,286903,296421,315026,308616,306669,333226,354557,298804,285600,269269,285691,287969,294088,297905
16011,"Bingham, ID",1056865,1176703,1076742,1078780,1049445,1306705,1320824,1306016,1342756,1294888,1364654,1307448,1298062,1220351,1234736,1224788,1289411,1335050
16013,"Blaine, ID",1195610,1230704,1218582,1275420,1314468,1315974,1316712,1300392,1149480,1094244,1083346,1141260,1179701,1226714,1277812,1297377,1366700,1400281
16015,"Boise, ID",120154,125895,123979,123674,127527,141740,143498,144932,139182,141656,138761,146701,164083,151092,134563,142871,169151,221901
16017,"Bonner, ID",978692,1064367,1083201,1135048,1228846,1311100,1357294,1316797,1241049,1248025,1226039,1201235,1218756,1219103,1203181,1255585,1288396,1339019
16019,"Bonneville, ID",2874671,2997078,3095219,3246637,3440844,3790157,3877511,3860642,3766182,3758981,3709366,3853793,3976364,4048645,4297612,4420880,4706502,4905301
16021,"Boundary, ID",236682,248882,254365,271867,258949,279280,278540,281185,272897,297966,311228,321353,309632,312065,330236,323666,331655,336364
16023,"Butte, ID",915337,987929,929242,942880,923269,945253,886511,957599,1017028,1060956,1052535,933510,911805,856745,899969,926251,941600,959859
16025,"Camas, ID",34427,38421,35068,35451,36044,40711,39813,48517,54701,49852,55666,55832,61828,57802,59369,51702,53965,54147
16027,"Canyon, ID",3489662,3567306,3661629,3770540,4052835,4433743,4593122,4465146,4110459,4231053,4214556,4354718,4458990,4566646,4667740,4908188,5173535,5367721
16029,"Caribou, ID",851493,489792,485669,520939,616588,566511,582205,739476,663807,613235,618921,535602,554614,459473,449688,473118,422832,427875
16031,"Cassia, ID",879345,952446,960140,894362,1034997,1048429,1052760,1114791,1048245,1198574,1154134,1145264,1307709,1366798,1442996,1522684,1493282,1648535
16033,"Clark, ID",53916,52040,52299,45512,42651,47202,52321,63342,50223,46188,49289,42408,52062,39752,38743,40432,42709,41594
16035,"Clearwater, ID",279097,353619,323843,316565,298464,332724,335877,325325,329200,324082,366779,355290,358111,345786,334191,346251,319389,324971
16037,"Custer, ID",203574,182732,186235,191774,294793,284464,278833,342979,334158,365705,361586,268118,296812,290893,183862,177582,159715,177291
16039,"Elmore, ID",887530,878160,911220,938679,962029,1020745,1006283,1031934,942511,1037155,1009054,964551,1038619,1026980,1075692,1146784,1136802,1163797
16041,"Franklin, ID",217697,201538,218076,245840,271641,280584,295720,294390,266313,282829,272115,283386,284822,309086,327753,329244,334880,333650
16043,"Fremont (includes Yellowstone Park), ID",224998,267146,224745,247127,229193,299198,301408,300679,394611,306337,326876,294569,358029,346689,379529,391335,393074,402818
16045,"Gem, ID",233462,224445,223502,229214,237718,281659,287555,276013,274075,265444,258922,270447,276845,278671,294247,301361,310248,319609
16047,"Gooding, ID",651696,557679,550336,682326,739521,715463,834130,809231,874607,896309,874895,888292,900246,1149273,1085244,1285904,1359701,1272187
16049,"Idaho, ID",343043,354137,353830,359886,376884,401143,417336,437322,429997,439406,420188,433670,433738,416858,435818,421114,437098,486206
16051,"Jefferson, ID",373824,452173,407768,427854,425586,508963,562313,575234,579553,545393,563297,535480,524372,505805,527181,558225,549893,563537
16053,"Jerome, ID",761785,730650,733398,775694,817002,864829,920083,925960,775692,976271,923608,965093,985775,1130034,1151770,1235347,1265148,1359384
16055,"Kootenai, ID",3453369,3541429,3683443,3909907,4285608,4552609,4772823,4703481,4398601,4552849,4384513,4419327,4626296,4711414,4856952,5124128,5301432,5529281
16057,"Latah, ID",989710,1024964,1042048,1076751,1108318,1161214,1189232,1176978,1127666,1115699,1129605,1140267,1145282,1106695,1161801,1157231,1200539,1242423
16059,"Lemhi, ID",179006,174934,179689,184263,191022,209998,212434,205038,202833,200460,195655,203296,201890,213004,220208,219388,221989,231853
16061,"Lewis, ID",95379,91297,96097,104572,112872,117888,140697,158499,161677,166842,152684,158283,165984,140811,152530,145942,136821,156358
16063,"Lincoln, ID",135750,134366,128822,142362,148919,156387,209753,231213,196771,229150,216040,204983,206367,244302,219610,237248,261456,286254
16065,"Madison, ID",666384,758029,731300,776276,787589,891301,930928,937881,933770,868585,915212,935051,996330,990701,1059045,1066510,1089869,1115604
16067,"Minidoka, ID",609669,699875,604908,600181,584628,719482,668195,670428,662608,644607,731059,677957,699736,682149,733016,731849,689238,736107
16069,"Nez Perce, ID",1608819,1610717,1626978,1655565,1666946,1704701,1728835,1776796,1737524,1751844,1714198,1724941,1726672,1751419,1789641,1844174,1864193,1889423
16071,"Oneida, ID",82080,77301,91648,92185,112251,118153,117371,125845,119372,116605,113578,102054,112224,113328,109800,112375,102273,110667
16073,"Owyhee, ID",284210,295165,287016,305105,322816,373991,359675,320681,303558,339805,332118,336440,323139,399224,379634,395649,379301,383126
16075,"Payette, ID",444089,487130,515606,480497,530192,562822,572177,574565,517702,588731,614638,654291,746423,757884,837885,844072,833896,780280
16077,"Power, ID",539405,428657,359127,367310,369546,440751,429968,410045,413499,363285,409009,435751,422159,375583,393130,360153,372306,419021
16079,"Shoshone, ID",402908,398601,415948,426332,535626,538843,583196,703088,634452,721840,763862,582525,674340,705092,608344,568106,451515,466589
16081,"Teton, ID",143250,156200,154132,175863,232669,293642,334016,301715,269521,232265,225439,214747,225068,231535,252736,264624,278215,309013
16083,"Twin Falls, ID",2218008,2297493,2317627,2432206,2570743,2742284,2884285,2836393,2596227,2627963,2652393,2767708,2894330,2952398,3092119,3188155,3233364,3323275
16085,"Valley, ID",275599,279482,291069,327312,384386,454691,439863,400558,351178,362713,346450,373551,368541,375473,405348,425180,451269,455186
16087,"Washington, ID",296314,330814,328224,315978,296092,355379,319625,348869,391881,434156,431467,411122,381858,382924,380153,411155,415826,404915
17001,"Adams, IL",2546983,2619132,2756402,2841920,2906927,3079339,3117788,3184107,3075876,3226885,3297267,3330688,3246871,3146688,3184014,3120703,3139643,3284870
17003,"Alexander, IL",199926,206703,206345,214902,210564,234625,228978,265214,237621,245316,214936,193739,190045,175200,169523,180046,175907,180487
17005,"Bond, IL",428292,426744,447280,488582,466627,501981,488609,498036,495621,522568,524464,530428,541347,519420,538723,505537,510397,556141
17007,"Boone, IL",1212899,1273011,1257585,1278013,1330495,1690922,1715950,1522489,1138484,1311776,1459885,1525553,1555355,1519028,1539986,1576573,1494617,1706969
17009,"Brown, IL",253620,264800,303525,315467,306933,316141,325504,328426,333448,350640,353338,372637,399584,390163,399933,387127,403323,403332
17011,"Bureau, IL",1162687,1267663,1191113,1218656,1152178,1218158,1244141,1252755,1177100,1167841,1319721,1278415,1337688,1228141,1214852,1156349,1196240,1200477
17013,"Calhoun, IL",104559,110296,103379,109113,105137,118050,114309,119354,118595,127942,123918,118242,117542,106812,111252,100621,100905,109270
17015,"Carroll, IL",470442,464361,471441,472325,468839,529052,537069,497114,472915,512671,571261,532629,566966,525603,486450,561679,530307,463346
17017,"Cass, IL",528305,520666,600361,612861,589949,612484,625334,784569,941111,943522,586486,593482,647241,650510,622333,612636,622070,638399
17019,"Champaign, IL",8267119,8579880,8621041,8709130,8792538,9004019,9237999,9520172,9458263,9828744,9879786,9965196,10238785,10398948,10426855,10084549,10009038,10356705
17021,"Christian, IL",1246739,1252180,1334513,1409662,1285956,1350528,1480715,1571353,1546239,1577099,1590660,1476047,1468200,1460003,1280011,1291070,1344448,1346262
17023,"Clark, IL",340804,361255,399696,450710,455648,507508,544973,574488,551426,604534,558405,519921,575641,550784,526704,540468,557592,608104
17025,"Clay, IL",432470,481939,455448,484852,469318,511294,489130,496335,438937,485777,506986,566036,571952,575846,626606,589274,586556,588562
17027,"Clinton, IL",951378,1002649,999896,1005832,989350,1077337,1042024,1071544,1025453,1067856,1073283,1055116,1118008,1197122,1124530,1196619,1173145,1210870
17029,"Coles, IL",2022881,2042618,2017442,2037253,2053915,2167693,2201035,2191850,2138000,2188301,2224301,2125645,2234424,2234172,2181513,2178366,2262329,2305836
17031,"Cook, IL",324512658,322996228,323080636,329181794,337394405,339391661,341013283,330100748,320358759,322934217,327638321,334992169,338427304,342176485,348451260,351380397,354454887,362063569
17033,"Crawford, IL",2150208,1730514,1975560,2065511,1960759,1740664,2257516,2813692,6213007,2898688,1928986,2096413,2816319,4173452,3453908,2650746,3037722,3154494
17035,"Cumberland, IL",238470,260990,245781,252049,239027,274724,269021,287372,273524,299872,308475,304673,335948,336423,313014,308883,331514,343839
17037,"DeKalb, IL",2833423,2869938,3038166,3201585,3271622,3436713,3589361,3540541,3312491,3453123,3592663,3531746,3621990,3469520,3630041,3542208,3523477,3614570
17039,"De Witt, IL",889535,861848,886542,917798,883772,903891,956807,983251,989213,1040518,1090870,1122275,1078804,1129753,1083952,1160793,1103938,1129745
17041,"Douglas, IL",790901,798789,803501,854675,823760,907458,904238,895783,872640,934020,957456,899614,947836,941498,914455,918981,950619,1002215
17043,"DuPage, IL",66168658,66844236,68651980,70364911,71948599,73768308,73544232,72046440,69452217,70356011,71815435,73870349,75354940,76840176,79834105,80271717,81750103,82596221
17045,"Edgar, IL",670589,622716,612830,649491,628354,693898,685438,726371,671264,693715,716899,677504,776053,728619,698730,690176,744879,756615
17047,"Edwards, IL",210658,250664,245659,272385,239767,265547,251897,252123,191922,243134,275479,305829,302095,300407,269148,267365,288114,279804
17049,"Effingham, IL",1485280,1527418,1536225,1571946,1543354,1615039,1630255,1673300,1618530,1729726,1785670,1804948,1832926,1885292,1838013,1848777,1961274,2041960
17051,"Fayette, IL",517158,516328,521260,574634,554205,590772,582434,595741,583617,596914,592414,548361,616690,575003,537250,556309,571792,599015
17053,"Ford, IL",460454,488272,495874,515406,512198,583570,598386,674852,659869,708559,664041,683702,737628,741529,712640,786186,751179,788611
17055,"Franklin, IL",887967,996511,829713,891993,912416,1017102,1096642,1031226,993804,1009955,1017558,1071573,1069715,1086592,1053082,1093603,1129146,1247960
17057,"Fulton, IL",787791,797830,835040,860665,798206,916810,878524,955808,942074,991877,978486,964865,970833,905165,923587,869606,877634,917536
17059,"Gallatin, IL",242436,242213,221244,212728,231727,248369,267628,266163,261642,250721,248003,225866,304243,271660,281032,296067,296363,276703
17061,"Greene, IL",315092,350225,364799,373630,342614,390673,369691,353804,357901,400813,406176,367564,417557,375719,311613,335338,348085,377090
17063,"Grundy, IL",2564047,2839857,2683033,2656689,2552102,2723402,2873705,2901877,3007838,3208753,3526713,3958477,3433672,3181134,3043557,3177894,3179509,3145931
17065,"Hamilton, IL",160134,167571,163235,186308,187945,223095,217723,229635,230704,238942,234124,227847,308346,364805,421809,350296,454792,460533
